subscription_id,user_id,plan_type,start_date,end_date,status,created_at
S_001049,U_000706,Basic,2023-09-28,2024-11-21,canceled,2023-09-28
S_001050,U_000707,Pro,2023-11-08,2024-12-02,canceled,2023-11-08
S_001051,U_000707,Pro,2024-12-10,,active,2024-12-10
S_001052,U_000708,Basic,2022-10-09,2023-04-07,canceled,2022-10-09
S_001053,U_000709,Basic,2022-11-20,2024-09-10,active,2022-11-20
S_001054,U_000709,Basic,2024-09-27,2024-12-26,canceled,2024-09-27
S_001055,U_000710,Pro,2024-09-04,,active,2024-09-04
S_001056,U_000711,Pro,2023-10-20,,active,2023-10-20
S_001057,U_000711,Basic,2023-10-20,,active,2023-10-20
S_001058,U_000712,Basic,2022-07-03,2023-01-29,active,2022-07-03
S_001059,U_000712,Pro,2023-02-20,,active,2023-02-20
S_001060,U_000713,Basic,2024-12-31,,active,2024-12-31
S_001061,U_000714,Basic,2024-05-05,,active,2024-05-05
S_001062,U_000714,Pro,2024-05-05,,active,2024-05-05
S_001063,U_000715,Basic,2024-03-24,,active,2024-03-24
S_001064,U_000715,Basic,2024-03-24,,active,2024-03-24
S_001065,U_000716,Basic,2023-08-16,,active,2023-08-16
S_001066,U_000716,Pro,2023-08-16,2024-06-11,canceled,2023-08-16
S_001067,U_000717,Pro,2023-09-04,2023-11-03,canceled,2023-09-04
S_001068,U_000717,Basic,2023-11-13,,active,2023-11-13
S_001069,U_000718,Basic,2022-08-08,2023-07-04,canceled,2022-08-08
S_001070,U_000719,Basic,2024-07-19,2024-10-17,canceled,2024-07-19
S_001071,U_000720,Basic,2024-10-08,,active,2024-10-08
S_001072,U_000721,Basic,2024-08-16,,active,2024-08-16
S_001073,U_000722,Basic,2022-08-19,2023-06-15,canceled,2022-08-19
S_001074,U_000722,Pro,2023-07-04,2024-03-30,active,2023-07-04
S_001075,U_000723,Basic,2024-07-28,,active,2024-07-28
S_001076,U_000723,Basic,2024-07-28,,active,2024-07-28
S_001077,U_000724,Basic,2022-01-29,2022-05-29,canceled,2022-01-29
S_001078,U_000725,Basic,2023-01-31,2023-04-01,canceled,2023-01-31
S_001079,U_000725,Basic,2023-04-29,,active,2023-04-29
S_001080,U_000726,Pro,2024-04-10,,active,2024-04-10
S_001081,U_000727,Pro,2023-11-03,,active,2023-11-03
S_001082,U_000728,Enterprise,2022-07-15,2024-04-05,canceled,2022-07-15
S_001083,U_000728,Basic,2024-05-05,2024-08-03,canceled,2024-05-05
S_001084,U_000729,Pro,2024-09-04,,active,2024-09-04
S_001085,U_000730,Pro,2022-01-14,2022-08-12,canceled,2022-01-14
S_001086,U_000730,Basic,2022-09-07,2023-11-01,active,2022-09-07
S_001087,U_000731,Basic,2023-04-28,2024-07-21,canceled,2023-04-28
S_001088,U_000731,Basic,2024-08-20,,active,2024-08-20
S_001089,U_000732,Basic,2023-11-07,,active,2023-11-07
S_001090,U_000732,Pro,2023-11-07,,active,2023-11-07
S_001091,U_000733,Basic,2022-01-24,2022-10-21,canceled,2022-01-24
S_001092,U_000733,Basic,2022-11-05,2024-07-27,canceled,2022-11-05
S_001093,U_000734,Basic,2023-04-29,,active,2023-04-29
S_001094,U_000734,Basic,2023-04-29,2024-11-19,canceled,2023-04-29
S_001095,U_000735,Basic,2024-08-11,,active,2024-08-11
S_001096,U_000736,Pro,2024-04-10,2024-10-07,canceled,2024-04-10
S_001097,U_000736,Basic,2024-11-04,,active,2024-11-04
S_001098,U_000737,Pro,2022-08-29,2023-06-25,canceled,2022-08-29
S_001099,U_000738,Pro,2023-03-29,2024-10-19,active,2023-03-29
S_001100,U_000739,Pro,2024-09-06,,active,2024-09-06
S_001101,U_000740,Basic,2024-02-05,,active,2024-02-05
S_001102,U_000740,Basic,2024-02-05,,active,2024-02-05
S_001103,U_000741,Basic,2024-08-22,,active,2024-08-22
S_001104,U_000742,Pro,2023-05-22,,active,2023-05-22
S_001105,U_000743,Basic,2024-12-12,,active,2024-12-12
S_001106,U_000743,Pro,2024-12-12,,active,2024-12-12
S_001107,U_000744,Enterprise,2024-01-11,,active,2024-01-11
S_001108,U_000744,Enterprise,2024-01-11,2024-07-09,canceled,2024-01-11
S_001109,U_000745,Basic,2022-08-18,2023-04-15,active,2022-08-18
S_001110,U_000746,Basic,2024-11-01,,active,2024-11-01
S_001111,U_000746,Pro,2024-11-01,,active,2024-11-01
S_001112,U_000747,Basic,2022-11-03,2023-07-01,canceled,2022-11-03
S_001113,U_000747,Basic,2023-07-25,2024-08-18,canceled,2023-07-25
S_001114,U_000748,Basic,2024-12-01,,active,2024-12-01
S_001115,U_000748,Basic,2024-12-01,,active,2024-12-01
S_001116,U_000749,Pro,2023-02-25,2024-01-21,active,2023-02-25
S_001117,U_000749,Basic,2024-02-09,2024-09-06,canceled,2024-02-09
S_001118,U_000750,Pro,2022-07-06,2024-04-26,canceled,2022-07-06
S_001119,U_000750,Basic,2024-05-04,,active,2024-05-04
S_001120,U_000751,Enterprise,2022-04-24,2023-07-18,canceled,2022-04-24
S_001121,U_000751,Pro,2023-07-23,2024-01-19,canceled,2023-07-23
S_001122,U_000752,Basic,2024-11-17,,active,2024-11-17
S_001123,U_000753,Basic,2022-04-29,2023-01-24,canceled,2022-04-29
S_001124,U_000754,Pro,2023-09-24,2024-10-18,canceled,2023-09-24
S_001125,U_000754,Pro,2024-11-11,,active,2024-11-11
S_001126,U_000755,Basic,2023-06-06,2024-02-01,active,2023-06-06
S_001127,U_000755,Basic,2024-02-11,2024-11-07,canceled,2024-02-11
S_001128,U_000756,Basic,2022-05-30,2023-04-25,canceled,2022-05-30
S_001129,U_000757,Basic,2023-12-07,,active,2023-12-07
S_001130,U_000758,Pro,2022-05-04,2023-08-27,active,2022-05-04
S_001131,U_000759,Enterprise,2022-03-06,2023-08-28,canceled,2022-03-06
S_001132,U_000760,Pro,2023-01-04,2023-08-02,canceled,2023-01-04
S_001133,U_000760,Enterprise,2023-08-30,2023-10-29,canceled,2023-08-30
S_001134,U_000761,Pro,2024-02-06,,active,2024-02-06
S_001135,U_000761,Pro,2024-02-06,2024-06-05,canceled,2024-02-06
S_001136,U_000762,Pro,2024-02-13,,active,2024-02-13
S_001137,U_000763,Basic,2022-09-30,2022-12-29,canceled,2022-09-30
S_001138,U_000764,Basic,2023-01-01,2024-12-21,active,2023-01-01
S_001139,U_000765,Basic,2024-12-19,,active,2024-12-19
S_001140,U_000765,Basic,2024-12-19,,active,2024-12-19
S_001141,U_000766,Pro,2022-01-08,2023-02-02,canceled,2022-01-08
S_001142,U_000767,Enterprise,2024-08-06,,active,2024-08-06
S_001143,U_000768,Basic,2024-12-25,,active,2024-12-25
S_001144,U_000769,Basic,2023-05-22,,active,2023-05-22
S_001145,U_000770,Pro,2022-11-14,2023-09-10,canceled,2022-11-14
S_001146,U_000770,Basic,2023-10-07,,active,2023-10-07
S_001147,U_000771,Basic,2022-08-20,2024-05-11,canceled,2022-08-20
S_001148,U_000771,Basic,2024-05-20,,active,2024-05-20
S_001149,U_000772,Basic,2022-02-02,2023-02-27,canceled,2022-02-02
S_001150,U_000773,Basic,2022-05-18,2024-05-07,canceled,2022-05-18
S_001151,U_000773,Basic,2024-06-01,,active,2024-06-01
S_001152,U_000774,Pro,2022-03-10,2022-09-06,canceled,2022-03-10
S_001153,U_000774,Basic,2022-10-03,2024-06-24,canceled,2022-10-03
S_001154,U_000775,Pro,2022-04-10,2022-06-09,active,2022-04-10
S_001155,U_000775,Basic,2022-07-02,2024-02-22,canceled,2022-07-02
S_001156,U_000776,Basic,2024-04-03,2024-10-30,active,2024-04-03
S_001157,U_000776,Basic,2024-11-24,,active,2024-11-24
S_001158,U_000777,Basic,2023-03-21,2024-05-14,active,2023-03-21
S_001159,U_000777,Pro,2024-06-03,,active,2024-06-03
S_001160,U_000778,Basic,2024-10-28,,active,2024-10-28
S_001161,U_000778,Basic,2024-10-28,,active,2024-10-28
S_001162,U_000779,Basic,2023-10-16,2024-06-12,canceled,2023-10-16
S_001163,U_000779,Pro,2024-06-25,2024-11-22,canceled,2024-06-25
S_001164,U_000780,Basic,2023-10-19,,active,2023-10-19
S_001165,U_000780,Enterprise,2023-10-19,,active,2023-10-19
S_001166,U_000781,Pro,2022-10-21,2023-11-15,canceled,2022-10-21
S_001167,U_000782,Enterprise,2024-04-26,,active,2024-04-26
S_001168,U_000783,Basic,2022-05-05,2023-11-26,active,2022-05-05
S_001169,U_000784,Enterprise,2022-12-25,2023-03-25,canceled,2022-12-25
S_001170,U_000785,Basic,2024-10-12,,active,2024-10-12
S_001171,U_000786,Basic,2024-02-20,,active,2024-02-20
S_001172,U_000787,Basic,2024-05-02,,active,2024-05-02
S_001173,U_000787,Basic,2024-05-02,,active,2024-05-02
S_001174,U_000788,Pro,2023-09-07,2024-01-05,active,2023-09-07
S_001175,U_000789,Basic,2024-08-27,,active,2024-08-27
S_001176,U_000789,Basic,2024-08-27,,active,2024-08-27
S_001177,U_000790,Basic,2023-09-08,,active,2023-09-08
S_001178,U_000790,Pro,2023-09-08,2023-12-07,canceled,2023-09-08
S_001179,U_000791,Basic,2022-04-29,2022-09-26,canceled,2022-04-29
S_001180,U_000792,Basic,2024-05-03,,active,2024-05-03
S_001181,U_000793,Basic,2022-10-02,2023-08-28,canceled,2022-10-02
S_001182,U_000794,Pro,2023-06-07,2023-11-04,canceled,2023-06-07
S_001183,U_000794,Pro,2023-11-23,2024-07-20,canceled,2023-11-23
S_001184,U_000795,Enterprise,2022-06-11,2023-04-07,canceled,2022-06-11
S_001185,U_000795,Basic,2023-05-01,,active,2023-05-01
S_001186,U_000796,Basic,2022-07-09,2023-12-01,canceled,2022-07-09
S_001187,U_000797,Basic,2022-04-16,2023-11-07,canceled,2022-04-16
S_001188,U_000797,Pro,2023-11-20,,active,2023-11-20
S_001189,U_000798,Pro,2022-03-22,2022-08-19,active,2022-03-22
S_001190,U_000798,Basic,2022-08-29,2023-08-24,active,2022-08-29
S_001191,U_000799,Basic,2023-03-21,2023-10-17,canceled,2023-03-21
S_001192,U_000799,Pro,2023-11-04,2024-04-02,active,2023-11-04
S_001193,U_000800,Pro,2023-11-13,,active,2023-11-13
S_001194,U_000800,Pro,2023-11-13,2024-07-10,canceled,2023-11-13
S_001195,U_000801,Basic,2023-03-10,2024-08-31,canceled,2023-03-10
S_001196,U_000802,Basic,2024-09-07,,active,2024-09-07
S_001197,U_000802,Enterprise,2024-09-07,,active,2024-09-07
S_001198,U_000803,Basic,2023-02-23,2023-10-21,canceled,2023-02-23
S_001199,U_000804,Pro,2023-10-21,,active,2023-10-21
S_001200,U_000805,Basic,2024-08-12,,active,2024-08-12
S_001201,U_000806,Pro,2023-09-24,2024-12-17,canceled,2023-09-24
S_001202,U_000806,Basic,2024-12-30,,active,2024-12-30
S_001203,U_000807,Enterprise,2024-11-16,,active,2024-11-16
S_001204,U_000807,Basic,2024-11-16,,active,2024-11-16
S_001205,U_000808,Pro,2022-07-21,2023-07-16,canceled,2022-07-21
S_001206,U_000808,Basic,2023-08-03,2024-10-26,canceled,2023-08-03
S_001207,U_000809,Enterprise,2023-02-21,2024-03-17,canceled,2023-02-21
S_001208,U_000810,Pro,2024-04-27,2024-06-26,active,2024-04-27
S_001209,U_000810,Basic,2024-07-07,,active,2024-07-07
S_001210,U_000811,Basic,2023-03-30,2024-04-23,canceled,2023-03-30
S_001211,U_000811,Pro,2024-05-11,,active,2024-05-11
S_001212,U_000812,Pro,2023-06-19,,active,2023-06-19
S_001213,U_000813,Pro,2024-05-05,2024-10-02,canceled,2024-05-05
S_001214,U_000813,Basic,2024-10-12,,active,2024-10-12
S_001215,U_000814,Enterprise,2023-02-06,2023-05-07,canceled,2023-02-06
S_001216,U_000814,Pro,2023-05-24,,active,2023-05-24
S_001217,U_000815,Basic,2024-02-17,,active,2024-02-17
S_001218,U_000815,Basic,2024-02-17,2024-05-17,canceled,2024-02-17
S_001219,U_000816,Basic,2024-10-19,,active,2024-10-19
S_001220,U_000816,Basic,2024-10-19,,active,2024-10-19
S_001221,U_000817,Basic,2023-06-12,2023-10-10,canceled,2023-06-12
S_001222,U_000818,Pro,2024-08-01,,active,2024-08-01
S_001223,U_000818,Basic,2024-08-01,,active,2024-08-01
S_001224,U_000819,Basic,2022-12-13,2024-04-06,canceled,2022-12-13
S_001225,U_000820,Basic,2024-09-27,,active,2024-09-27
S_001226,U_000820,Pro,2024-09-27,,active,2024-09-27
S_001227,U_000821,Pro,2022-05-01,2024-04-20,canceled,2022-05-01
S_001228,U_000822,Enterprise,2022-06-02,2023-09-25,canceled,2022-06-02
S_001229,U_000822,Basic,2023-10-06,,active,2023-10-06
S_001230,U_000823,Basic,2024-04-24,,active,2024-04-24
S_001231,U_000824,Pro,2022-05-20,2024-05-09,canceled,2022-05-20
S_001232,U_000825,Basic,2023-03-24,,active,2023-03-24
S_001233,U_000826,Basic,2024-02-04,,active,2024-02-04
S_001234,U_000826,Pro,2024-02-04,,active,2024-02-04
S_001235,U_000827,Enterprise,2024-09-16,,active,2024-09-16
S_001236,U_000828,Basic,2022-01-14,2023-04-09,active,2022-01-14
S_001237,U_000828,Pro,2023-04-30,2024-04-24,canceled,2023-04-30
S_001238,U_000829,Basic,2024-04-22,,active,2024-04-22
S_001239,U_000829,Basic,2024-04-22,2024-08-20,canceled,2024-04-22
S_001240,U_000830,Basic,2024-12-20,,active,2024-12-20
S_001241,U_000831,Basic,2023-08-11,2024-12-03,canceled,2023-08-11
S_001242,U_000832,Pro,2024-05-31,,active,2024-05-31
S_001243,U_000833,Basic,2022-07-17,2023-01-13,canceled,2022-07-17
S_001244,U_000833,Basic,2023-01-20,2024-09-11,canceled,2023-01-20
S_001245,U_000834,Pro,2023-05-09,2024-07-02,canceled,2023-05-09
S_001246,U_000834,Pro,2024-07-07,,active,2024-07-07
S_001247,U_000835,Basic,2024-12-14,,active,2024-12-14
S_001248,U_000836,Basic,2023-07-02,2024-03-28,canceled,2023-07-02
S_001249,U_000836,Basic,2024-04-26,,active,2024-04-26
S_001250,U_000837,Pro,2024-02-04,,active,2024-02-04
S_001251,U_000838,Pro,2023-05-14,,active,2023-05-14
S_001252,U_000838,Pro,2023-05-14,2023-11-10,canceled,2023-05-14
S_001253,U_000839,Basic,2022-06-15,2022-11-12,canceled,2022-06-15
S_001254,U_000840,Pro,2024-04-10,,active,2024-04-10
S_001255,U_000841,Enterprise,2024-09-01,,active,2024-09-01
S_001256,U_000841,Pro,2024-09-01,,active,2024-09-01
S_001257,U_000842,Basic,2022-12-17,2023-07-15,canceled,2022-12-17
S_001258,U_000843,Enterprise,2024-06-07,,active,2024-06-07
S_001259,U_000844,Basic,2022-07-15,2023-11-07,canceled,2022-07-15
S_001260,U_000844,Basic,2023-11-24,2024-07-21,canceled,2023-11-24
S_001261,U_000845,Basic,2023-04-16,2023-12-12,canceled,2023-04-16
S_001262,U_000845,Pro,2024-01-04,2024-05-03,active,2024-01-04
S_001263,U_000846,Basic,2024-08-31,,active,2024-08-31
S_001264,U_000847,Enterprise,2022-06-02,2024-02-22,canceled,2022-06-02
S_001265,U_000848,Basic,2022-03-09,2022-07-07,canceled,2022-03-09
S_001266,U_000848,Basic,2022-07-23,2024-01-14,canceled,2022-07-23
S_001267,U_000849,Basic,2022-02-02,2023-04-28,canceled,2022-02-02
S_001268,U_000850,Basic,2022-10-23,2023-09-18,active,2022-10-23
S_001269,U_000850,Enterprise,2023-10-06,,active,2023-10-06
S_001270,U_000851,Basic,2023-09-05,,active,2023-09-05
S_001271,U_000851,Basic,2023-09-05,,active,2023-09-05
S_001272,U_000852,Pro,2023-05-08,2023-07-07,active,2023-05-08
S_001273,U_000852,Pro,2023-07-20,2024-07-14,canceled,2023-07-20
S_001274,U_000853,Basic,2023-11-11,2024-05-09,canceled,2023-11-11
S_001275,U_000854,Pro,2022-06-10,2022-09-08,canceled,2022-06-10
S_001276,U_000854,Pro,2022-09-19,2024-08-09,canceled,2022-09-19
S_001277,U_000855,Pro,2022-04-20,2023-07-14,canceled,2022-04-20
S_001278,U_000855,Enterprise,2023-08-04,,active,2023-08-04
S_001279,U_000856,Basic,2023-04-21,2023-09-18,canceled,2023-04-21
S_001280,U_000857,Basic,2024-03-23,,active,2024-03-23
S_001281,U_000857,Pro,2024-03-23,,active,2024-03-23
S_001282,U_000858,Basic,2023-07-14,2023-09-12,canceled,2023-07-14
S_001283,U_000858,Basic,2023-10-02,2024-03-30,active,2023-10-02
S_001284,U_000859,Pro,2023-04-13,2024-10-04,canceled,2023-04-13
S_001285,U_000859,Basic,2024-10-12,,active,2024-10-12
S_001286,U_000860,Basic,2024-02-08,2024-06-07,canceled,2024-02-08
S_001287,U_000861,Enterprise,2024-02-18,,active,2024-02-18
S_001288,U_000861,Basic,2024-02-18,,active,2024-02-18
S_001289,U_000862,Basic,2023-08-28,,active,2023-08-28
S_001290,U_000863,Basic,2022-06-18,2024-05-08,canceled,2022-06-18
S_001291,U_000863,Pro,2024-06-01,2024-10-29,canceled,2024-06-01
S_001292,U_000864,Basic,2024-02-18,,active,2024-02-18
S_001293,U_000865,Pro,2023-10-11,2024-04-08,canceled,2023-10-11
S_001294,U_000866,Pro,2022-07-07,2023-06-02,active,2022-07-07
S_001295,U_000867,Basic,2024-06-29,,active,2024-06-29
S_001296,U_000868,Basic,2022-07-29,2023-11-21,canceled,2022-07-29
S_001297,U_000868,Basic,2023-12-12,2024-10-07,canceled,2023-12-12
S_001298,U_000869,Basic,2023-01-19,2024-12-09,canceled,2023-01-19
S_001299,U_000869,Enterprise,2025-01-06,,active,2025-01-06
S_001300,U_000870,Pro,2024-11-15,,active,2024-11-15
S_001301,U_000870,Enterprise,2024-11-15,,active,2024-11-15
S_001302,U_000871,Pro,2022-02-23,2022-11-20,canceled,2022-02-23
S_001303,U_000872,Basic,2022-07-10,2023-12-02,active,2022-07-10
S_001304,U_000873,Basic,2023-10-27,2024-06-23,canceled,2023-10-27
S_001305,U_000873,Basic,2024-07-06,2024-12-03,canceled,2024-07-06
S_001306,U_000874,Basic,2023-08-21,2024-03-18,canceled,2023-08-21
S_001307,U_000874,Pro,2024-04-17,,active,2024-04-17
S_001308,U_000875,Pro,2022-06-23,2024-05-13,active,2022-06-23
S_001309,U_000875,Basic,2024-06-11,2024-10-09,canceled,2024-06-11
S_001310,U_000876,Enterprise,2024-12-03,,active,2024-12-03
S_001311,U_000877,Basic,2022-12-14,2024-04-07,active,2022-12-14
S_001312,U_000878,Basic,2023-09-09,2024-10-03,canceled,2023-09-09
S_001313,U_000878,Basic,2024-10-21,,active,2024-10-21
S_001314,U_000879,Basic,2022-10-26,2024-04-18,canceled,2022-10-26
S_001315,U_000880,Pro,2024-06-09,,active,2024-06-09
S_001316,U_000881,Basic,2023-09-06,2024-03-04,canceled,2023-09-06
S_001317,U_000881,Basic,2024-03-25,,active,2024-03-25
S_001318,U_000882,Basic,2024-01-10,,active,2024-01-10
S_001319,U_000882,Enterprise,2024-01-10,,active,2024-01-10
S_001320,U_000883,Basic,2024-10-12,,active,2024-10-12
S_001321,U_000884,Pro,2023-02-05,2024-10-27,canceled,2023-02-05
S_001322,U_000885,Basic,2022-10-05,2024-06-26,canceled,2022-10-05
S_001323,U_000886,Basic,2024-03-21,,active,2024-03-21
S_001324,U_000886,Basic,2024-03-21,,active,2024-03-21
S_001325,U_000887,Pro,2024-02-18,,active,2024-02-18
S_001326,U_000887,Basic,2024-02-18,,active,2024-02-18
S_001327,U_000888,Basic,2023-11-17,,active,2023-11-17
S_001328,U_000889,Basic,2022-10-06,2024-06-27,canceled,2022-10-06
S_001329,U_000889,Basic,2024-07-04,,active,2024-07-04
S_001330,U_000890,Basic,2023-02-16,2023-09-14,canceled,2023-02-16
S_001331,U_000891,Basic,2022-12-30,2023-07-28,canceled,2022-12-30
S_001332,U_000892,Basic,2023-08-20,2024-09-13,canceled,2023-08-20
S_001333,U_000893,Pro,2023-05-12,2023-10-09,canceled,2023-05-12
S_001334,U_000894,Basic,2023-07-29,2024-01-25,canceled,2023-07-29
S_001335,U_000895,Basic,2022-08-22,2023-01-19,canceled,2022-08-22
S_001336,U_000895,Basic,2023-02-09,2024-11-30,canceled,2023-02-09
S_001337,U_000896,Basic,2023-01-04,2023-06-03,canceled,2023-01-04
S_001338,U_000896,Basic,2023-06-27,2023-10-25,active,2023-06-27
S_001339,U_000897,Pro,2024-08-03,2024-11-01,canceled,2024-08-03
S_001340,U_000897,Basic,2024-11-14,,active,2024-11-14
S_001341,U_000898,Basic,2023-08-20,,active,2023-08-20
S_001342,U_000898,Pro,2023-08-20,,active,2023-08-20
S_001343,U_000899,Basic,2024-10-19,,active,2024-10-19
S_001344,U_000899,Basic,2024-10-19,,active,2024-10-19
S_001345,U_000900,Basic,2023-05-11,,active,2023-05-11
S_001346,U_000900,Basic,2023-05-11,,active,2023-05-11
S_001347,U_000901,Basic,2024-05-16,,active,2024-05-16
S_001348,U_000901,Basic,2024-05-16,,active,2024-05-16
S_001349,U_000902,Enterprise,2024-07-08,,active,2024-07-08
S_001350,U_000902,Basic,2024-07-08,,active,2024-07-08
S_001351,U_000903,Enterprise,2024-03-31,2024-07-29,canceled,2024-03-31
S_001352,U_000903,Pro,2024-08-25,,active,2024-08-25
S_001353,U_000904,Basic,2024-05-06,,active,2024-05-06
S_001354,U_000904,Pro,2024-05-06,2024-10-03,active,2024-05-06
S_001355,U_000905,Basic,2024-01-07,,active,2024-01-07
S_001356,U_000905,Basic,2024-01-07,,active,2024-01-07
S_001357,U_000906,Basic,2022-06-24,2022-11-21,canceled,2022-06-24
S_001358,U_000906,Pro,2022-12-21,2023-05-20,canceled,2022-12-21
S_001359,U_000907,Basic,2023-12-29,,active,2023-12-29
S_001360,U_000908,Pro,2022-04-01,2024-03-21,canceled,2022-04-01
S_001361,U_000908,Pro,2024-04-06,,active,2024-04-06
S_001362,U_000909,Basic,2023-11-11,,active,2023-11-11
S_001363,U_000909,Basic,2023-11-11,,active,2023-11-11
S_001364,U_000910,Pro,2022-01-22,2022-03-23,canceled,2022-01-22
S_001365,U_000910,Basic,2022-04-02,2023-03-28,canceled,2022-04-02
S_001366,U_000911,Pro,2023-03-31,2024-01-25,canceled,2023-03-31
S_001367,U_000912,Basic,2023-03-29,2023-12-24,canceled,2023-03-29
S_001368,U_000912,Basic,2024-01-23,,active,2024-01-23
S_001369,U_000913,Pro,2024-03-12,2024-10-08,canceled,2024-03-12
S_001370,U_000913,Pro,2024-11-06,,active,2024-11-06
S_001371,U_000914,Pro,2024-10-21,,active,2024-10-21
S_001372,U_000914,Pro,2024-10-21,,active,2024-10-21
S_001373,U_000915,Pro,2022-02-20,2023-02-15,canceled,2022-02-20
S_001374,U_000915,Pro,2023-03-09,2023-12-04,canceled,2023-03-09
S_001375,U_000916,Enterprise,2023-08-29,2023-12-27,canceled,2023-08-29
S_001376,U_000917,Pro,2022-08-26,2023-10-20,canceled,2022-08-26
S_001377,U_000917,Basic,2023-11-16,2024-11-10,active,2023-11-16
S_001378,U_000918,Enterprise,2023-10-01,2024-09-25,canceled,2023-10-01
S_001379,U_000919,Enterprise,2023-02-28,,active,2023-02-28
S_001380,U_000919,Pro,2023-02-28,2024-01-24,canceled,2023-02-28
S_001381,U_000920,Basic,2023-12-15,,active,2023-12-15
S_001382,U_000921,Basic,2024-06-16,2024-10-14,canceled,2024-06-16
S_001383,U_000922,Pro,2022-05-18,2022-11-14,canceled,2022-05-18
S_001384,U_000922,Basic,2022-12-06,2023-06-04,active,2022-12-06
S_001385,U_000923,Pro,2022-08-24,2022-12-22,canceled,2022-08-24
S_001386,U_000923,Basic,2023-01-03,2023-04-03,canceled,2023-01-03
S_001387,U_000924,Basic,2022-08-12,2023-05-09,active,2022-08-12
S_001388,U_000924,Basic,2023-05-21,2024-02-15,canceled,2023-05-21
S_001389,U_000925,Basic,2024-11-22,,active,2024-11-22
S_001390,U_000926,Enterprise,2022-11-24,2024-08-15,canceled,2022-11-24
S_001391,U_000927,Basic,2024-05-23,,active,2024-05-23
S_001392,U_000927,Basic,2024-05-23,2024-12-19,active,2024-05-23
S_001393,U_000928,Pro,2024-04-09,,active,2024-04-09
S_001394,U_000928,Pro,2024-04-09,,active,2024-04-09
S_001395,U_000929,Pro,2024-06-04,,active,2024-06-04
S_001396,U_000929,Basic,2024-06-04,,active,2024-06-04
S_001397,U_000930,Basic,2023-02-09,2024-03-05,canceled,2023-02-09
S_001398,U_000931,Basic,2024-05-29,,active,2024-05-29
S_001399,U_000932,Pro,2023-03-16,2024-11-05,canceled,2023-03-16
S_001400,U_000933,Basic,2022-05-09,2022-10-06,active,2022-05-09
S_001401,U_000933,Basic,2022-10-30,2023-11-24,canceled,2022-10-30
S_001402,U_000934,Basic,2023-01-18,2024-09-09,active,2023-01-18
S_001403,U_000935,Basic,2023-02-08,2024-05-03,canceled,2023-02-08
S_001404,U_000935,Basic,2024-05-13,,active,2024-05-13
S_001405,U_000936,Pro,2023-06-22,2024-11-13,active,2023-06-22
S_001406,U_000937,Pro,2023-10-04,2024-02-01,active,2023-10-04
S_001407,U_000938,Enterprise,2024-03-14,2024-05-13,canceled,2024-03-14
S_001408,U_000938,Basic,2024-06-02,2024-11-29,active,2024-06-02
S_001409,U_000939,Basic,2023-12-14,,active,2023-12-14
S_001410,U_000939,Pro,2023-12-14,2024-12-08,canceled,2023-12-14
S_001411,U_000940,Basic,2022-12-20,2024-07-12,active,2022-12-20
S_001412,U_000940,Basic,2024-08-04,2024-10-03,active,2024-08-04
S_001413,U_000941,Basic,2022-06-23,2022-10-21,canceled,2022-06-23
S_001414,U_000941,Basic,2022-11-11,2023-06-09,canceled,2022-11-11
S_001415,U_000942,Pro,2022-08-30,2022-10-29,canceled,2022-08-30
S_001416,U_000943,Basic,2022-08-28,2023-01-25,active,2022-08-28
S_001417,U_000944,Pro,2022-10-17,2023-12-11,canceled,2022-10-17
S_001418,U_000944,Pro,2023-12-20,2024-07-17,canceled,2023-12-20
S_001419,U_000945,Pro,2024-05-06,,active,2024-05-06
S_001420,U_000946,Basic,2024-02-25,2024-12-21,canceled,2024-02-25
S_001421,U_000946,Basic,2025-01-02,,active,2025-01-02
S_001422,U_000947,Basic,2024-09-23,,active,2024-09-23
S_001423,U_000948,Basic,2022-12-08,2024-08-29,canceled,2022-12-08
S_001424,U_000948,Basic,2024-09-20,,active,2024-09-20
S_001425,U_000949,Basic,2022-10-15,2024-04-07,canceled,2022-10-15
S_001426,U_000950,Basic,2024-07-12,,active,2024-07-12
S_001427,U_000950,Basic,2024-07-12,2024-11-09,active,2024-07-12
S_001428,U_000951,Basic,2024-01-06,2024-09-02,active,2024-01-06
S_001429,U_000951,Pro,2024-09-10,,active,2024-09-10
S_001430,U_000952,Basic,2022-10-07,2024-01-30,canceled,2022-10-07
S_001431,U_000952,Basic,2024-02-28,2024-08-26,active,2024-02-28
S_001432,U_000953,Pro,2024-11-01,,active,2024-11-01
S_001433,U_000954,Pro,2024-10-04,,active,2024-10-04
S_001434,U_000955,Basic,2024-09-27,,active,2024-09-27
S_001435,U_000955,Basic,2024-09-27,,active,2024-09-27
S_001436,U_000956,Enterprise,2022-03-05,2023-07-28,canceled,2022-03-05
S_001437,U_000957,Enterprise,2022-03-08,2024-01-27,canceled,2022-03-08
S_001438,U_000957,Pro,2024-02-13,2024-07-12,canceled,2024-02-13
S_001439,U_000958,Basic,2023-08-15,2024-02-11,canceled,2023-08-15
S_001440,U_000958,Basic,2024-03-02,,active,2024-03-02
S_001441,U_000959,Basic,2024-10-11,,active,2024-10-11
S_001442,U_000960,Pro,2022-08-20,2022-12-18,canceled,2022-08-20
S_001443,U_000961,Pro,2023-07-03,,active,2023-07-03
S_001444,U_000961,Basic,2023-07-03,2024-06-27,canceled,2023-07-03
