payment_id,subscription_id,user_id,payment_date,amount,currency,payment_status,payment_method,invoice_period_start,invoice_period_end
P_010394,S_001101,U_000740,2024-02-05,150.0,ZAR,paid,eft,2024-02-05,2024-03-06
P_010395,S_001101,U_000740,2024-03-06,0.0,ZAR,failed,card,2024-03-06,2024-04-05
P_010396,S_001101,U_000740,2024-04-05,150.0,ZAR,paid,paypal,2024-04-05,2024-05-05
P_010397,S_001101,U_000740,2024-05-05,150.0,ZAR,paid,paypal,2024-05-05,2024-06-04
P_010398,S_001101,U_000740,2024-06-04,150.0,ZAR,paid,paypal,2024-06-04,2024-07-04
P_010399,S_001101,U_000740,2024-07-04,150.0,ZAR,paid,paypal,2024-07-04,2024-08-03
P_010400,S_001101,U_000740,2024-08-03,150.0,ZAR,paid,card,2024-08-03,2024-09-02
P_010401,S_001101,U_000740,2024-09-02,150.0,ZAR,paid,eft,2024-09-02,2024-10-02
P_010402,S_001101,U_000740,2024-10-02,150.0,ZAR,paid,card,2024-10-02,2024-11-01
P_010403,S_001101,U_000740,2024-11-01,150.0,ZAR,paid,paypal,2024-11-01,2024-12-01
P_010404,S_001101,U_000740,2024-12-01,0.0,ZAR,failed,paypal,2024-12-01,2024-12-31
P_010405,S_001101,U_000740,2024-12-31,0.0,ZAR,failed,card,2024-12-31,2025-01-30
P_010406,S_001102,U_000740,2024-02-05,150.0,ZAR,paid,paypal,2024-02-05,2024-03-06
P_010407,S_001102,U_000740,2024-03-06,150.0,ZAR,paid,eft,2024-03-06,2024-04-05
P_010408,S_001102,U_000740,2024-04-05,150.0,ZAR,paid,card,2024-04-05,2024-05-05
P_010409,S_001102,U_000740,2024-05-05,150.0,ZAR,paid,card,2024-05-05,2024-06-04
P_010410,S_001102,U_000740,2024-06-04,150.0,ZAR,paid,card,2024-06-04,2024-07-04
P_010411,S_001102,U_000740,2024-07-04,150.0,ZAR,paid,paypal,2024-07-04,2024-08-03
P_010412,S_001102,U_000740,2024-08-03,150.0,ZAR,paid,card,2024-08-03,2024-09-02
P_010413,S_001102,U_000740,2024-09-02,150.0,ZAR,paid,card,2024-09-02,2024-10-02
P_010414,S_001102,U_000740,2024-10-02,150.0,ZAR,paid,paypal,2024-10-02,2024-11-01
P_010415,S_001102,U_000740,2024-11-01,150.0,ZAR,paid,paypal,2024-11-01,2024-12-01
P_010416,S_001102,U_000740,2024-12-01,150.0,ZAR,paid,card,2024-12-01,2024-12-31
P_010417,S_001102,U_000740,2024-12-31,0.0,ZAR,refunded,card,2024-12-31,2025-01-30
P_010418,S_001103,U_000741,2024-08-22,150.0,ZAR,paid,paypal,2024-08-22,2024-09-21
P_010419,S_001103,U_000741,2024-09-21,150.0,ZAR,paid,eft,2024-09-21,2024-10-21
P_010420,S_001103,U_000741,2024-10-21,150.0,ZAR,paid,eft,2024-10-21,2024-11-20
P_010421,S_001103,U_000741,2024-11-20,150.0,ZAR,paid,paypal,2024-11-20,2024-12-20
P_010422,S_001103,U_000741,2024-12-20,150.0,ZAR,paid,paypal,2024-12-20,2025-01-19
P_010423,S_001104,U_000742,2023-05-22,350.0,ZAR,paid,card,2023-05-22,2023-06-21
P_010424,S_001104,U_000742,2023-06-21,350.0,ZAR,paid,eft,2023-06-21,2023-07-21
P_010425,S_001104,U_000742,2023-07-21,0.0,ZAR,failed,eft,2023-07-21,2023-08-20
P_010426,S_001104,U_000742,2023-08-20,0.0,ZAR,refunded,paypal,2023-08-20,2023-09-19
P_010427,S_001104,U_000742,2023-09-19,350.0,ZAR,paid,card,2023-09-19,2023-10-19
P_010428,S_001104,U_000742,2023-10-19,350.0,ZAR,paid,eft,2023-10-19,2023-11-18
P_010429,S_001104,U_000742,2023-11-18,350.0,ZAR,paid,paypal,2023-11-18,2023-12-18
P_010430,S_001104,U_000742,2023-12-18,0.0,ZAR,failed,paypal,2023-12-18,2024-01-17
P_010431,S_001104,U_000742,2024-01-17,350.0,ZAR,paid,card,2024-01-17,2024-02-16
P_010432,S_001104,U_000742,2024-02-16,350.0,ZAR,paid,paypal,2024-02-16,2024-03-17
P_010433,S_001104,U_000742,2024-03-17,350.0,ZAR,paid,paypal,2024-03-17,2024-04-16
P_010434,S_001104,U_000742,2024-04-16,350.0,ZAR,paid,eft,2024-04-16,2024-05-16
P_010435,S_001104,U_000742,2024-05-16,350.0,ZAR,paid,eft,2024-05-16,2024-06-15
P_010436,S_001104,U_000742,2024-06-15,350.0,ZAR,paid,eft,2024-06-15,2024-07-15
P_010437,S_001104,U_000742,2024-07-15,350.0,ZAR,paid,paypal,2024-07-15,2024-08-14
P_010438,S_001104,U_000742,2024-08-14,0.0,ZAR,failed,eft,2024-08-14,2024-09-13
P_010439,S_001104,U_000742,2024-09-13,350.0,ZAR,paid,paypal,2024-09-13,2024-10-13
P_010440,S_001104,U_000742,2024-10-13,350.0,ZAR,paid,paypal,2024-10-13,2024-11-12
P_010441,S_001104,U_000742,2024-11-12,350.0,ZAR,paid,card,2024-11-12,2024-12-12
P_010442,S_001104,U_000742,2024-12-12,350.0,ZAR,paid,card,2024-12-12,2025-01-11
P_010443,S_001105,U_000743,2024-12-12,150.0,ZAR,paid,card,2024-12-12,2025-01-11
P_010444,S_001106,U_000743,2024-12-12,350.0,ZAR,paid,card,2024-12-12,2025-01-11
P_010445,S_001107,U_000744,2024-01-11,900.0,ZAR,paid,paypal,2024-01-11,2024-02-10
P_010446,S_001107,U_000744,2024-02-10,900.0,ZAR,paid,paypal,2024-02-10,2024-03-11
P_010447,S_001107,U_000744,2024-03-11,900.0,ZAR,paid,eft,2024-03-11,2024-04-10
P_010448,S_001107,U_000744,2024-04-10,900.0,ZAR,paid,eft,2024-04-10,2024-05-10
P_010449,S_001107,U_000744,2024-05-10,0.0,ZAR,refunded,paypal,2024-05-10,2024-06-09
P_010450,S_001107,U_000744,2024-06-09,900.0,ZAR,paid,eft,2024-06-09,2024-07-09
P_010451,S_001107,U_000744,2024-07-09,900.0,ZAR,paid,eft,2024-07-09,2024-08-08
P_010452,S_001107,U_000744,2024-08-08,900.0,ZAR,paid,card,2024-08-08,2024-09-07
P_010453,S_001107,U_000744,2024-09-07,900.0,ZAR,paid,card,2024-09-07,2024-10-07
P_010454,S_001107,U_000744,2024-10-07,900.0,ZAR,paid,paypal,2024-10-07,2024-11-06
P_010455,S_001107,U_000744,2024-11-06,900.0,ZAR,paid,paypal,2024-11-06,2024-12-06
P_010456,S_001107,U_000744,2024-12-06,900.0,ZAR,paid,paypal,2024-12-06,2025-01-05
P_010457,S_001108,U_000744,2024-01-11,900.0,ZAR,paid,card,2024-01-11,2024-02-10
P_010458,S_001108,U_000744,2024-02-10,900.0,ZAR,paid,card,2024-02-10,2024-03-11
P_010459,S_001108,U_000744,2024-03-11,900.0,ZAR,paid,eft,2024-03-11,2024-04-10
P_010460,S_001108,U_000744,2024-04-10,900.0,ZAR,paid,eft,2024-04-10,2024-05-10
P_010461,S_001108,U_000744,2024-05-10,900.0,ZAR,paid,card,2024-05-10,2024-06-09
P_010462,S_001108,U_000744,2024-06-09,900.0,ZAR,paid,eft,2024-06-09,2024-07-09
P_010463,S_001109,U_000745,2022-08-18,150.0,ZAR,paid,card,2022-08-18,2022-09-17
P_010464,S_001109,U_000745,2022-09-17,0.0,ZAR,refunded,eft,2022-09-17,2022-10-17
P_010465,S_001109,U_000745,2022-10-17,150.0,ZAR,paid,card,2022-10-17,2022-11-16
P_010466,S_001109,U_000745,2022-11-16,150.0,ZAR,paid,eft,2022-11-16,2022-12-16
P_010467,S_001109,U_000745,2022-12-16,150.0,ZAR,paid,paypal,2022-12-16,2023-01-15
P_010468,S_001109,U_000745,2023-01-15,150.0,ZAR,paid,paypal,2023-01-15,2023-02-14
P_010469,S_001109,U_000745,2023-02-14,150.0,ZAR,paid,card,2023-02-14,2023-03-16
P_010470,S_001109,U_000745,2023-03-16,150.0,ZAR,paid,paypal,2023-03-16,2023-04-15
P_010471,S_001110,U_000746,2024-11-01,150.0,ZAR,paid,paypal,2024-11-01,2024-12-01
P_010472,S_001110,U_000746,2024-12-01,150.0,ZAR,paid,paypal,2024-12-01,2024-12-31
P_010473,S_001110,U_000746,2024-12-31,0.0,ZAR,refunded,card,2024-12-31,2025-01-30
P_010474,S_001111,U_000746,2024-11-01,350.0,ZAR,paid,paypal,2024-11-01,2024-12-01
P_010475,S_001111,U_000746,2024-12-01,350.0,ZAR,paid,card,2024-12-01,2024-12-31
P_010476,S_001111,U_000746,2024-12-31,350.0,ZAR,paid,card,2024-12-31,2025-01-30
P_010477,S_001112,U_000747,2022-11-03,150.0,ZAR,paid,eft,2022-11-03,2022-12-03
P_010478,S_001112,U_000747,2022-12-03,150.0,ZAR,paid,eft,2022-12-03,2023-01-02
P_010479,S_001112,U_000747,2023-01-02,150.0,ZAR,paid,paypal,2023-01-02,2023-02-01
P_010480,S_001112,U_000747,2023-02-01,150.0,ZAR,paid,paypal,2023-02-01,2023-03-03
P_010481,S_001112,U_000747,2023-03-03,150.0,ZAR,paid,paypal,2023-03-03,2023-04-02
P_010482,S_001112,U_000747,2023-04-02,0.0,ZAR,failed,eft,2023-04-02,2023-05-02
P_010483,S_001112,U_000747,2023-05-02,0.0,ZAR,refunded,paypal,2023-05-02,2023-06-01
P_010484,S_001112,U_000747,2023-06-01,150.0,ZAR,paid,card,2023-06-01,2023-07-01
P_010485,S_001113,U_000747,2023-07-25,150.0,ZAR,paid,card,2023-07-25,2023-08-24
P_010486,S_001113,U_000747,2023-08-24,150.0,ZAR,paid,card,2023-08-24,2023-09-23
P_010487,S_001113,U_000747,2023-09-23,150.0,ZAR,paid,eft,2023-09-23,2023-10-23
P_010488,S_001113,U_000747,2023-10-23,150.0,ZAR,paid,paypal,2023-10-23,2023-11-22
P_010489,S_001113,U_000747,2023-11-22,150.0,ZAR,paid,eft,2023-11-22,2023-12-22
P_010490,S_001113,U_000747,2023-12-22,150.0,ZAR,paid,eft,2023-12-22,2024-01-21
P_010491,S_001113,U_000747,2024-01-21,150.0,ZAR,paid,paypal,2024-01-21,2024-02-20
P_010492,S_001113,U_000747,2024-02-20,150.0,ZAR,paid,eft,2024-02-20,2024-03-21
P_010493,S_001113,U_000747,2024-03-21,0.0,ZAR,refunded,eft,2024-03-21,2024-04-20
P_010494,S_001113,U_000747,2024-04-20,150.0,ZAR,paid,paypal,2024-04-20,2024-05-20
P_010495,S_001113,U_000747,2024-05-20,150.0,ZAR,paid,card,2024-05-20,2024-06-19
P_010496,S_001113,U_000747,2024-06-19,150.0,ZAR,paid,paypal,2024-06-19,2024-07-19
P_010497,S_001113,U_000747,2024-07-19,150.0,ZAR,paid,card,2024-07-19,2024-08-18
P_010498,S_001114,U_000748,2024-12-01,150.0,ZAR,paid,paypal,2024-12-01,2024-12-31
P_010499,S_001114,U_000748,2024-12-31,150.0,ZAR,paid,eft,2024-12-31,2025-01-30
P_010500,S_001115,U_000748,2024-12-01,150.0,ZAR,paid,eft,2024-12-01,2024-12-31
P_010501,S_001115,U_000748,2024-12-31,0.0,ZAR,failed,card,2024-12-31,2025-01-30
P_010502,S_001116,U_000749,2023-02-25,350.0,ZAR,paid,eft,2023-02-25,2023-03-27
P_010503,S_001116,U_000749,2023-03-27,350.0,ZAR,paid,eft,2023-03-27,2023-04-26
P_010504,S_001116,U_000749,2023-04-26,350.0,ZAR,paid,paypal,2023-04-26,2023-05-26
P_010505,S_001116,U_000749,2023-05-26,350.0,ZAR,paid,card,2023-05-26,2023-06-25
P_010506,S_001116,U_000749,2023-06-25,350.0,ZAR,paid,card,2023-06-25,2023-07-25
P_010507,S_001116,U_000749,2023-07-25,350.0,ZAR,paid,card,2023-07-25,2023-08-24
P_010508,S_001116,U_000749,2023-08-24,350.0,ZAR,paid,eft,2023-08-24,2023-09-23
P_010509,S_001116,U_000749,2023-09-23,350.0,ZAR,paid,paypal,2023-09-23,2023-10-23
P_010510,S_001116,U_000749,2023-10-23,350.0,ZAR,paid,eft,2023-10-23,2023-11-22
P_010511,S_001116,U_000749,2023-11-22,0.0,ZAR,failed,paypal,2023-11-22,2023-12-22
P_010512,S_001116,U_000749,2023-12-22,350.0,ZAR,paid,eft,2023-12-22,2024-01-21
P_010513,S_001117,U_000749,2024-02-09,150.0,ZAR,paid,card,2024-02-09,2024-03-10
P_010514,S_001117,U_000749,2024-03-10,150.0,ZAR,paid,paypal,2024-03-10,2024-04-09
P_010515,S_001117,U_000749,2024-04-09,150.0,ZAR,paid,eft,2024-04-09,2024-05-09
P_010516,S_001117,U_000749,2024-05-09,150.0,ZAR,paid,paypal,2024-05-09,2024-06-08
P_010517,S_001117,U_000749,2024-06-08,150.0,ZAR,paid,paypal,2024-06-08,2024-07-08
P_010518,S_001117,U_000749,2024-07-08,150.0,ZAR,paid,card,2024-07-08,2024-08-07
P_010519,S_001117,U_000749,2024-08-07,150.0,ZAR,paid,paypal,2024-08-07,2024-09-06
P_010520,S_001118,U_000750,2022-07-06,350.0,ZAR,paid,card,2022-07-06,2022-08-05
P_010521,S_001118,U_000750,2022-08-05,0.0,ZAR,failed,eft,2022-08-05,2022-09-04
P_010522,S_001118,U_000750,2022-09-04,0.0,ZAR,refunded,card,2022-09-04,2022-10-04
P_010523,S_001118,U_000750,2022-10-04,350.0,ZAR,paid,paypal,2022-10-04,2022-11-03
P_010524,S_001118,U_000750,2022-11-03,350.0,ZAR,paid,paypal,2022-11-03,2022-12-03
P_010525,S_001118,U_000750,2022-12-03,0.0,ZAR,failed,paypal,2022-12-03,2023-01-02
P_010526,S_001118,U_000750,2023-01-02,350.0,ZAR,paid,eft,2023-01-02,2023-02-01
P_010527,S_001118,U_000750,2023-02-01,350.0,ZAR,paid,eft,2023-02-01,2023-03-03
P_010528,S_001118,U_000750,2023-03-03,350.0,ZAR,paid,card,2023-03-03,2023-04-02
P_010529,S_001118,U_000750,2023-04-02,350.0,ZAR,paid,paypal,2023-04-02,2023-05-02
P_010530,S_001118,U_000750,2023-05-02,350.0,ZAR,paid,eft,2023-05-02,2023-06-01
P_010531,S_001118,U_000750,2023-06-01,350.0,ZAR,paid,card,2023-06-01,2023-07-01
P_010532,S_001118,U_000750,2023-07-01,350.0,ZAR,paid,eft,2023-07-01,2023-07-31
P_010533,S_001118,U_000750,2023-07-31,350.0,ZAR,paid,eft,2023-07-31,2023-08-30
P_010534,S_001118,U_000750,2023-08-30,350.0,ZAR,paid,card,2023-08-30,2023-09-29
P_010535,S_001118,U_000750,2023-09-29,350.0,ZAR,paid,card,2023-09-29,2023-10-29
P_010536,S_001118,U_000750,2023-10-29,0.0,ZAR,failed,card,2023-10-29,2023-11-28
P_010537,S_001118,U_000750,2023-11-28,350.0,ZAR,paid,eft,2023-11-28,2023-12-28
P_010538,S_001118,U_000750,2023-12-28,350.0,ZAR,paid,paypal,2023-12-28,2024-01-27
P_010539,S_001118,U_000750,2024-01-27,350.0,ZAR,paid,paypal,2024-01-27,2024-02-26
P_010540,S_001118,U_000750,2024-02-26,350.0,ZAR,paid,paypal,2024-02-26,2024-03-27
P_010541,S_001118,U_000750,2024-03-27,350.0,ZAR,paid,card,2024-03-27,2024-04-26
P_010542,S_001119,U_000750,2024-05-04,150.0,ZAR,paid,paypal,2024-05-04,2024-06-03
P_010543,S_001119,U_000750,2024-06-03,150.0,ZAR,paid,eft,2024-06-03,2024-07-03
P_010544,S_001119,U_000750,2024-07-03,150.0,ZAR,paid,paypal,2024-07-03,2024-08-02
P_010545,S_001119,U_000750,2024-08-02,150.0,ZAR,paid,paypal,2024-08-02,2024-09-01
P_010546,S_001119,U_000750,2024-09-01,150.0,ZAR,paid,paypal,2024-09-01,2024-10-01
P_010547,S_001119,U_000750,2024-10-01,150.0,ZAR,paid,card,2024-10-01,2024-10-31
P_010548,S_001119,U_000750,2024-10-31,150.0,ZAR,paid,card,2024-10-31,2024-11-30
P_010549,S_001119,U_000750,2024-11-30,0.0,ZAR,refunded,paypal,2024-11-30,2024-12-30
P_010550,S_001119,U_000750,2024-12-30,150.0,ZAR,paid,eft,2024-12-30,2025-01-29
P_010551,S_001120,U_000751,2022-04-24,900.0,ZAR,paid,paypal,2022-04-24,2022-05-24
P_010552,S_001120,U_000751,2022-05-24,900.0,ZAR,paid,eft,2022-05-24,2022-06-23
P_010553,S_001120,U_000751,2022-06-23,900.0,ZAR,paid,card,2022-06-23,2022-07-23
P_010554,S_001120,U_000751,2022-07-23,900.0,ZAR,paid,eft,2022-07-23,2022-08-22
P_010555,S_001120,U_000751,2022-08-22,900.0,ZAR,paid,card,2022-08-22,2022-09-21
P_010556,S_001120,U_000751,2022-09-21,900.0,ZAR,paid,card,2022-09-21,2022-10-21
P_010557,S_001120,U_000751,2022-10-21,900.0,ZAR,paid,card,2022-10-21,2022-11-20
P_010558,S_001120,U_000751,2022-11-20,0.0,ZAR,failed,card,2022-11-20,2022-12-20
P_010559,S_001120,U_000751,2022-12-20,900.0,ZAR,paid,paypal,2022-12-20,2023-01-19
P_010560,S_001120,U_000751,2023-01-19,0.0,ZAR,failed,card,2023-01-19,2023-02-18
P_010561,S_001120,U_000751,2023-02-18,0.0,ZAR,failed,card,2023-02-18,2023-03-20
P_010562,S_001120,U_000751,2023-03-20,900.0,ZAR,paid,eft,2023-03-20,2023-04-19
P_010563,S_001120,U_000751,2023-04-19,900.0,ZAR,paid,card,2023-04-19,2023-05-19
P_010564,S_001120,U_000751,2023-05-19,900.0,ZAR,paid,paypal,2023-05-19,2023-06-18
P_010565,S_001120,U_000751,2023-06-18,900.0,ZAR,paid,eft,2023-06-18,2023-07-18
P_010566,S_001121,U_000751,2023-07-23,350.0,ZAR,paid,eft,2023-07-23,2023-08-22
P_010567,S_001121,U_000751,2023-08-22,350.0,ZAR,paid,card,2023-08-22,2023-09-21
P_010568,S_001121,U_000751,2023-09-21,350.0,ZAR,paid,eft,2023-09-21,2023-10-21
P_010569,S_001121,U_000751,2023-10-21,350.0,ZAR,paid,paypal,2023-10-21,2023-11-20
P_010570,S_001121,U_000751,2023-11-20,350.0,ZAR,paid,card,2023-11-20,2023-12-20
P_010571,S_001121,U_000751,2023-12-20,0.0,ZAR,refunded,paypal,2023-12-20,2024-01-19
P_010572,S_001122,U_000752,2024-11-17,150.0,ZAR,paid,paypal,2024-11-17,2024-12-17
P_010573,S_001122,U_000752,2024-12-17,150.0,ZAR,paid,eft,2024-12-17,2025-01-16
P_010574,S_001123,U_000753,2022-04-29,0.0,ZAR,refunded,card,2022-04-29,2022-05-29
P_010575,S_001123,U_000753,2022-05-29,150.0,ZAR,paid,card,2022-05-29,2022-06-28
P_010576,S_001123,U_000753,2022-06-28,150.0,ZAR,paid,eft,2022-06-28,2022-07-28
P_010577,S_001123,U_000753,2022-07-28,150.0,ZAR,paid,eft,2022-07-28,2022-08-27
P_010578,S_001123,U_000753,2022-08-27,150.0,ZAR,paid,eft,2022-08-27,2022-09-26
P_010579,S_001123,U_000753,2022-09-26,150.0,ZAR,paid,paypal,2022-09-26,2022-10-26
P_010580,S_001123,U_000753,2022-10-26,150.0,ZAR,paid,eft,2022-10-26,2022-11-25
P_010581,S_001123,U_000753,2022-11-25,150.0,ZAR,paid,eft,2022-11-25,2022-12-25
P_010582,S_001123,U_000753,2022-12-25,0.0,ZAR,failed,paypal,2022-12-25,2023-01-24
P_010583,S_001124,U_000754,2023-09-24,350.0,ZAR,paid,paypal,2023-09-24,2023-10-24
P_010584,S_001124,U_000754,2023-10-24,350.0,ZAR,paid,eft,2023-10-24,2023-11-23
P_010585,S_001124,U_000754,2023-11-23,350.0,ZAR,paid,card,2023-11-23,2023-12-23
P_010586,S_001124,U_000754,2023-12-23,350.0,ZAR,paid,eft,2023-12-23,2024-01-22
P_010587,S_001124,U_000754,2024-01-22,350.0,ZAR,paid,paypal,2024-01-22,2024-02-21
P_010588,S_001124,U_000754,2024-02-21,350.0,ZAR,paid,paypal,2024-02-21,2024-03-22
P_010589,S_001124,U_000754,2024-03-22,350.0,ZAR,paid,card,2024-03-22,2024-04-21
P_010590,S_001124,U_000754,2024-04-21,350.0,ZAR,paid,eft,2024-04-21,2024-05-21
P_010591,S_001124,U_000754,2024-05-21,0.0,ZAR,failed,eft,2024-05-21,2024-06-20
P_010592,S_001124,U_000754,2024-06-20,350.0,ZAR,paid,card,2024-06-20,2024-07-20
P_010593,S_001124,U_000754,2024-07-20,350.0,ZAR,paid,paypal,2024-07-20,2024-08-19
P_010594,S_001124,U_000754,2024-08-19,350.0,ZAR,paid,card,2024-08-19,2024-09-18
P_010595,S_001124,U_000754,2024-09-18,0.0,ZAR,failed,card,2024-09-18,2024-10-18
P_010596,S_001125,U_000754,2024-11-11,350.0,ZAR,paid,eft,2024-11-11,2024-12-11
P_010597,S_001125,U_000754,2024-12-11,350.0,ZAR,paid,eft,2024-12-11,2025-01-10
P_010598,S_001126,U_000755,2023-06-06,150.0,ZAR,paid,card,2023-06-06,2023-07-06
P_010599,S_001126,U_000755,2023-07-06,150.0,ZAR,paid,eft,2023-07-06,2023-08-05
P_010600,S_001126,U_000755,2023-08-05,150.0,ZAR,paid,paypal,2023-08-05,2023-09-04
P_010601,S_001126,U_000755,2023-09-04,150.0,ZAR,paid,eft,2023-09-04,2023-10-04
P_010602,S_001126,U_000755,2023-10-04,150.0,ZAR,paid,card,2023-10-04,2023-11-03
P_010603,S_001126,U_000755,2023-11-03,150.0,ZAR,paid,eft,2023-11-03,2023-12-03
P_010604,S_001126,U_000755,2023-12-03,150.0,ZAR,paid,card,2023-12-03,2024-01-02
P_010605,S_001126,U_000755,2024-01-02,150.0,ZAR,paid,paypal,2024-01-02,2024-02-01
P_010606,S_001127,U_000755,2024-02-11,150.0,ZAR,paid,eft,2024-02-11,2024-03-12
P_010607,S_001127,U_000755,2024-03-12,150.0,ZAR,paid,card,2024-03-12,2024-04-11
P_010608,S_001127,U_000755,2024-04-11,150.0,ZAR,paid,card,2024-04-11,2024-05-11
P_010609,S_001127,U_000755,2024-05-11,150.0,ZAR,paid,card,2024-05-11,2024-06-10
P_010610,S_001127,U_000755,2024-06-10,150.0,ZAR,paid,card,2024-06-10,2024-07-10
P_010611,S_001127,U_000755,2024-07-10,150.0,ZAR,paid,eft,2024-07-10,2024-08-09
P_010612,S_001127,U_000755,2024-08-09,150.0,ZAR,paid,paypal,2024-08-09,2024-09-08
P_010613,S_001127,U_000755,2024-09-08,150.0,ZAR,paid,card,2024-09-08,2024-10-08
P_010614,S_001127,U_000755,2024-10-08,150.0,ZAR,paid,paypal,2024-10-08,2024-11-07
P_010615,S_001128,U_000756,2022-05-30,150.0,ZAR,paid,paypal,2022-05-30,2022-06-29
P_010616,S_001128,U_000756,2022-06-29,0.0,ZAR,failed,eft,2022-06-29,2022-07-29
P_010617,S_001128,U_000756,2022-07-29,150.0,ZAR,paid,eft,2022-07-29,2022-08-28
P_010618,S_001128,U_000756,2022-08-28,150.0,ZAR,paid,card,2022-08-28,2022-09-27
P_010619,S_001128,U_000756,2022-09-27,150.0,ZAR,paid,eft,2022-09-27,2022-10-27
P_010620,S_001128,U_000756,2022-10-27,150.0,ZAR,paid,card,2022-10-27,2022-11-26
P_010621,S_001128,U_000756,2022-11-26,150.0,ZAR,paid,paypal,2022-11-26,2022-12-26
P_010622,S_001128,U_000756,2022-12-26,150.0,ZAR,paid,card,2022-12-26,2023-01-25
P_010623,S_001128,U_000756,2023-01-25,150.0,ZAR,paid,eft,2023-01-25,2023-02-24
P_010624,S_001128,U_000756,2023-02-24,150.0,ZAR,paid,card,2023-02-24,2023-03-26
P_010625,S_001128,U_000756,2023-03-26,0.0,ZAR,failed,card,2023-03-26,2023-04-25
P_010626,S_001129,U_000757,2023-12-07,150.0,ZAR,paid,paypal,2023-12-07,2024-01-06
P_010627,S_001129,U_000757,2024-01-06,150.0,ZAR,paid,paypal,2024-01-06,2024-02-05
P_010628,S_001129,U_000757,2024-02-05,150.0,ZAR,paid,eft,2024-02-05,2024-03-06
P_010629,S_001129,U_000757,2024-03-06,150.0,ZAR,paid,eft,2024-03-06,2024-04-05
P_010630,S_001129,U_000757,2024-04-05,150.0,ZAR,paid,eft,2024-04-05,2024-05-05
P_010631,S_001129,U_000757,2024-05-05,150.0,ZAR,paid,paypal,2024-05-05,2024-06-04
P_010632,S_001129,U_000757,2024-06-04,150.0,ZAR,paid,paypal,2024-06-04,2024-07-04
P_010633,S_001129,U_000757,2024-07-04,150.0,ZAR,paid,card,2024-07-04,2024-08-03
P_010634,S_001129,U_000757,2024-08-03,150.0,ZAR,paid,paypal,2024-08-03,2024-09-02
P_010635,S_001129,U_000757,2024-09-02,150.0,ZAR,paid,paypal,2024-09-02,2024-10-02
P_010636,S_001129,U_000757,2024-10-02,150.0,ZAR,paid,paypal,2024-10-02,2024-11-01
P_010637,S_001129,U_000757,2024-11-01,150.0,ZAR,paid,card,2024-11-01,2024-12-01
P_010638,S_001129,U_000757,2024-12-01,150.0,ZAR,paid,eft,2024-12-01,2024-12-31
P_010639,S_001129,U_000757,2024-12-31,0.0,ZAR,failed,card,2024-12-31,2025-01-30
P_010640,S_001130,U_000758,2022-05-04,0.0,ZAR,failed,card,2022-05-04,2022-06-03
P_010641,S_001130,U_000758,2022-06-03,350.0,ZAR,paid,card,2022-06-03,2022-07-03
P_010642,S_001130,U_000758,2022-07-03,350.0,ZAR,paid,eft,2022-07-03,2022-08-02
P_010643,S_001130,U_000758,2022-08-02,350.0,ZAR,paid,eft,2022-08-02,2022-09-01
P_010644,S_001130,U_000758,2022-09-01,350.0,ZAR,paid,eft,2022-09-01,2022-10-01
P_010645,S_001130,U_000758,2022-10-01,350.0,ZAR,paid,eft,2022-10-01,2022-10-31
P_010646,S_001130,U_000758,2022-10-31,350.0,ZAR,paid,card,2022-10-31,2022-11-30
P_010647,S_001130,U_000758,2022-11-30,0.0,ZAR,failed,card,2022-11-30,2022-12-30
P_010648,S_001130,U_000758,2022-12-30,350.0,ZAR,paid,card,2022-12-30,2023-01-29
P_010649,S_001130,U_000758,2023-01-29,350.0,ZAR,paid,card,2023-01-29,2023-02-28
P_010650,S_001130,U_000758,2023-02-28,350.0,ZAR,paid,eft,2023-02-28,2023-03-30
P_010651,S_001130,U_000758,2023-03-30,350.0,ZAR,paid,paypal,2023-03-30,2023-04-29
P_010652,S_001130,U_000758,2023-04-29,350.0,ZAR,paid,card,2023-04-29,2023-05-29
P_010653,S_001130,U_000758,2023-05-29,350.0,ZAR,paid,paypal,2023-05-29,2023-06-28
P_010654,S_001130,U_000758,2023-06-28,350.0,ZAR,paid,paypal,2023-06-28,2023-07-28
P_010655,S_001130,U_000758,2023-07-28,350.0,ZAR,paid,eft,2023-07-28,2023-08-27
P_010656,S_001131,U_000759,2022-03-06,900.0,ZAR,paid,eft,2022-03-06,2022-04-05
P_010657,S_001131,U_000759,2022-04-05,900.0,ZAR,paid,paypal,2022-04-05,2022-05-05
P_010658,S_001131,U_000759,2022-05-05,900.0,ZAR,paid,card,2022-05-05,2022-06-04
P_010659,S_001131,U_000759,2022-06-04,900.0,ZAR,paid,eft,2022-06-04,2022-07-04
P_010660,S_001131,U_000759,2022-07-04,900.0,ZAR,paid,eft,2022-07-04,2022-08-03
P_010661,S_001131,U_000759,2022-08-03,900.0,ZAR,paid,eft,2022-08-03,2022-09-02
P_010662,S_001131,U_000759,2022-09-02,900.0,ZAR,paid,card,2022-09-02,2022-10-02
P_010663,S_001131,U_000759,2022-10-02,900.0,ZAR,paid,card,2022-10-02,2022-11-01
P_010664,S_001131,U_000759,2022-11-01,900.0,ZAR,paid,eft,2022-11-01,2022-12-01
P_010665,S_001131,U_000759,2022-12-01,0.0,ZAR,failed,eft,2022-12-01,2022-12-31
P_010666,S_001131,U_000759,2022-12-31,900.0,ZAR,paid,eft,2022-12-31,2023-01-30
